2021-12-07 15:38:48,769 INFO    MainThread:4256 [internal.py:wandb_internal():88] W&B internal server running at pid: 4256, started at: 2021-12-07 15:38:48.768713
2021-12-07 15:38:48,771 DEBUG   HandlerThread:4256 [handler.py:handle_request():130] handle_request: check_version
2021-12-07 15:38:48,771 INFO    WriterThread:4256 [datastore.py:open_for_write():77] open: c:\Users\ADMIN\Desktop\Rahav\IIMB\Term5\MLOps\project\MLOps_project\notebooks\wandb\run-20211207_153846-1ab3wakk\run-1ab3wakk.wandb
2021-12-07 15:38:48,776 DEBUG   SenderThread:4256 [sender.py:send():185] send: header
2021-12-07 15:38:48,776 DEBUG   SenderThread:4256 [sender.py:send_request():199] send_request: check_version
2021-12-07 15:38:48,907 DEBUG   SenderThread:4256 [sender.py:send():185] send: run
2021-12-07 15:38:49,407 INFO    SenderThread:4256 [dir_watcher.py:__init__():169] watching files in: c:\Users\ADMIN\Desktop\Rahav\IIMB\Term5\MLOps\project\MLOps_project\notebooks\wandb\run-20211207_153846-1ab3wakk\files
2021-12-07 15:38:49,407 INFO    SenderThread:4256 [sender.py:_start_run_threads():768] run started: 1ab3wakk with start time 1638871727
2021-12-07 15:38:49,407 DEBUG   SenderThread:4256 [sender.py:send():185] send: summary
2021-12-07 15:38:49,407 DEBUG   HandlerThread:4256 [handler.py:handle_request():130] handle_request: run_start
2021-12-07 15:38:49,407 INFO    SenderThread:4256 [sender.py:_save_file():901] saving file wandb-summary.json with policy end
2021-12-07 15:38:50,339 DEBUG   HandlerThread:4256 [meta.py:__init__():40] meta init
2021-12-07 15:38:50,339 DEBUG   HandlerThread:4256 [meta.py:__init__():54] meta init done
2021-12-07 15:38:50,339 DEBUG   HandlerThread:4256 [meta.py:probe():212] probe
2021-12-07 15:38:50,410 INFO    Thread-12 :4256 [dir_watcher.py:_on_file_created():217] file/dir created: c:\Users\ADMIN\Desktop\Rahav\IIMB\Term5\MLOps\project\MLOps_project\notebooks\wandb\run-20211207_153846-1ab3wakk\files\wandb-summary.json
2021-12-07 15:38:50,410 DEBUG   HandlerThread:4256 [meta.py:_setup_git():202] setup git
2021-12-07 15:38:50,520 DEBUG   HandlerThread:4256 [meta.py:_setup_git():209] setup git done
2021-12-07 15:38:50,520 DEBUG   HandlerThread:4256 [meta.py:_save_pip():58] save pip
2021-12-07 15:38:50,520 DEBUG   HandlerThread:4256 [meta.py:_save_pip():72] save pip done
2021-12-07 15:38:50,520 DEBUG   HandlerThread:4256 [meta.py:_save_conda():79] save conda
2021-12-07 15:38:50,538 ERROR   HandlerThread:4256 [meta.py:_save_conda():86] Error saving conda packages
Traceback (most recent call last):
  File "C:\Users\ADMIN\.conda\envs\mlopslab\lib\site-packages\wandb\sdk\internal\meta.py", line 84, in _save_conda
    subprocess.call(["conda", "env", "export"], stdout=f)
  File "C:\Users\ADMIN\.conda\envs\mlopslab\lib\subprocess.py", line 340, in call
    with Popen(*popenargs, **kwargs) as p:
  File "C:\Users\ADMIN\.conda\envs\mlopslab\lib\subprocess.py", line 858, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
  File "C:\Users\ADMIN\.conda\envs\mlopslab\lib\subprocess.py", line 1311, in _execute_child
    hp, ht, pid, tid = _winapi.CreateProcess(executable, args,
FileNotFoundError: [WinError 2] The system cannot find the file specified
2021-12-07 15:38:50,538 DEBUG   HandlerThread:4256 [meta.py:_save_conda():87] save conda done
2021-12-07 15:38:50,538 DEBUG   HandlerThread:4256 [meta.py:probe():250] probe done
2021-12-07 15:38:50,552 DEBUG   SenderThread:4256 [sender.py:send():185] send: files
2021-12-07 15:38:50,552 INFO    SenderThread:4256 [sender.py:_save_file():901] saving file wandb-metadata.json with policy now
2021-12-07 15:38:50,592 DEBUG   HandlerThread:4256 [handler.py:handle_request():130] handle_request: stop_status
2021-12-07 15:38:50,592 DEBUG   SenderThread:4256 [sender.py:send_request():199] send_request: stop_status
2021-12-07 15:38:50,946 DEBUG   SenderThread:4256 [sender.py:send():185] send: run
2021-12-07 15:38:51,267 DEBUG   HandlerThread:4256 [handler.py:handle_request():130] handle_request: log_artifact
2021-12-07 15:38:51,308 INFO    SenderThread:4256 [sender.py:send_run():666] updated run: 1ab3wakk
2021-12-07 15:38:51,308 DEBUG   SenderThread:4256 [sender.py:send():185] send: history
2021-12-07 15:38:51,308 DEBUG   SenderThread:4256 [sender.py:send():185] send: summary
2021-12-07 15:38:51,316 INFO    SenderThread:4256 [sender.py:_save_file():901] saving file wandb-summary.json with policy end
